,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_reese_socialMediaAbuse,tweets_reese_twitterHateSpeech
14505,14505,14505,@GeauxLSUH @KimMulkey @Reese10Angel If she comes to LSU it's OVER!!! repeat!!! and maybe even 3peat https://t.co/Nw4caBsDn9,"[6777, 2026, 417, 3976, 6190]","[6605, 5699, 11384, 12675, 3354]",1,2
14506,14506,14506,@BleacherReport @Reese10Angel highlights from their meetup: https://t.co/kLYFr8Mxvg,"[1788, 1014, 5997, 828, 1122]","[2444, 4940, 5699, 6439, 5542]",0,2
14507,14507,14507,"@iampursuit @Reese10Angel I been supporting her since her transfer to LSU, the hype wild rn but like I feel when next season start it’s gone die down …","[2026, 417, 2852, 6777, 6234]","[2629, 3354, 12675, 14752, 6213]",0,2
14508,14508,14508,"Angel Reese and Ja Morant 🤞
@Reese10Angel @JaMorant https://t.co/IwEk9xj6x1","[2527, 6777, 1138, 2118, 5357]","[6158, 3457, 4126, 18537, 17534]",0,2
14509,14509,14509,@Reese10Angel @LSUwbkb Keep grinding on much respect and love from small town Auburn Ny,"[6190, 6248, 2852, 392, 175]","[12675, 5699, 6605, 4388, 3106]",1,2
14510,14510,14510,@4PF_Rami @Reese10Angel 🤣,"[4620, 2202, 174, 2226, 2291]","[3012, 17534, 5711, 6265, 6698]",0,2
14511,14511,14511,@Reese10Angel you’re a bad gifter,"[5826, 197, 7848, 4487, 4275]","[14876, 4140, 6491, 13511, 5455]",0,1
14512,14512,14512,"@4PF_Rami @Reese10Angel Mr. Rami thank you so much for saving my mother in that house fire then gifting her a beachside mansion to retire in, you are a gift to society🙏","[197, 7402, 1631, 4224, 2243]","[4377, 21330, 2892, 14226, 18817]",1,2
14514,14514,14514,"@DylanRa05616619 @InsideJelly @YankeeFanJustin @Reese10Angel No pussy, you shut up. Go cry in your safe space and hold that L.","[6777, 6248, 7965, 4381, 6259]","[4394, 4388, 6767, 3922, 2955]",0,0
14515,14515,14515,@BradyNJH @blaine985 @JClampz @BleacherReport @Reese10Angel Not Angels fault Caitlyn has a trash team,"[6777, 2026, 2691, 2795, 7746]","[2652, 19998, 7015, 16842, 5545]",0,0
14516,14516,14516,@BleacherReport @Reese10Angel Two educated and good Samaritan’s in one video !,"[3710, 7994, 6105, 4819, 6763]","[19965, 15163, 6048, 4434, 22422]",1,2
14517,14517,14517,@Reese10Angel She just like her husband,"[4381, 1748, 6777, 7678, 2665]","[3866, 4075, 19618, 2392, 2997]",0,2
14518,14518,14518,"@Golden_WizKid @YankeeFanJustin @Reese10Angel @sherrieshepherd But there were millions of white ppl who wanted to waste that POS who killed George Floyd (or any of the f'n cowards, esp those hicks who killed the jogger in GA). But after the BLM marches ended, it feels like black ppl not only push white allies away, doesn't want whites... 7/","[7574, 4406, 5166, 3036, 6976]","[6171, 17000, 2602, 8991, 11893]",0,1
14519,14519,14519,@BleacherReport @Reese10Angel He piped,"[1592, 5961, 812, 4164, 3503]","[6321, 4869, 6026, 4940, 17999]",0,2
14520,14520,14520,@TrolledByKamilo @Reese10Angel They probably make more money than you,"[7422, 4321, 7952, 5769, 705]","[6420, 16549, 5954, 14682, 6750]",1,2
14521,14521,14521,@BleacherReport @Reese10Angel Classless thugs. https://t.co/Fz0JGm864P,"[420, 1592, 3044, 812, 4466]","[5949, 5586, 5893, 17188, 4940]",0,0
14522,14522,14522,@Reese10Angel Cheap entertainment,"[563, 5983, 4362, 5826, 4321]","[4976, 16549, 7169, 3866, 6653]",1,2
14523,14523,14523,"@KDclouded @hatethepackers2 @FoxNews @Reese10Angel Notice how the smallest thing a person of color does to get you bigots started?

Ask yourself this question, why are you saying Caitlin needs to grow up when she started tras talking first?","[2665, 7273, 4912, 2385, 422]","[23594, 3292, 19314, 4822, 14055]",0,0
14524,14524,14524,@Reese10Angel Wowwwww. Really? Can’t just take the LSU National Champions!?!? Soooooo flaky! PATHETIC!,"[6190, 7943, 7804, 2852, 3922]","[8393, 12296, 5305, 17778, 4115]",0,0
14525,14525,14525,@Reese10Angel You're officially annoying,"[7923, 7050, 5826, 6116, 8445]","[19796, 15531, 15727, 3887, 6725]",0,1
14526,14526,14526,@Reese10Angel it's time to grow up.,"[5826, 7172, 1748, 7273, 422]","[3765, 5829, 4082, 20352, 3686]",0,2
14527,14527,14527,@BleacherReport @Reese10Angel two thugs,"[1592, 1014, 420, 6777, 1788]","[4940, 5169, 2465, 5521, 2444]",0,1
14528,14528,14528,@Reese10Angel 💀,"[5826, 2517, 2630, 3450, 6248]","[4152, 6950, 2628, 19249, 3012]",0,2
14529,14529,14529,@JaDeoFan @LescobarZ @drippycoy @ericgowapshawty @Reese10Angel If you’re academically fine in college that’s kinda embarrassing. There’s no reason why you can’t be a great student. (Also kinda weird how the coach or the player didn’t specify her gpa if it was the case.) https://t.co/QoL5AFMYmU,"[2235, 7804, 6077, 6333, 8193]","[18635, 14855, 7141, 5756, 5001]",0,2
14530,14530,14530,Just watched some clips from your interview and wow. You stood your ground with diligence. Truly incredible👏🏽👏🏽@Reese10Angel,"[6554, 7258, 1014, 531, 3541]","[1609, 5402, 9606, 13886, 10558]",1,2
14531,14531,14531,@BleacherReport @Reese10Angel What a perfect roll model for her,"[4381, 5119, 197, 32, 6455]","[19202, 6373, 6491, 3, 4633]",1,2
14533,14533,14533,@BleacherReport @Reese10Angel Cringe and cringe linked up 🤣🔥,"[1014, 8121, 2057, 6077, 1517]","[6950, 15991, 6988, 4057, 4940]",1,1
14534,14534,14534,@DetroitStacie @Reese10Angel @RealCandaceO It’s sexy how immature you are,"[7172, 3450, 4822, 4709, 7050]","[19863, 6917, 7379, 6617, 19249]",1,1
14535,14535,14535,@Reese10Angel How is this a gift?  You are not giving us anything.,"[2243, 3865, 6877, 197, 2951]","[13511, 21422, 18544, 21332, 14876]",0,2
14536,14536,14536,@Reese10Angel God gave u Joy God bless both your names,"[1588, 7172, 1631, 8099, 612]","[4140, 4553, 6950, 6323, 2392]",1,2
14537,14537,14537,@Reese10Angel I speak for everyone when I say we WILL be buying,"[1889, 245, 5948, 3188, 2979]","[7341, 17377, 2921, 16650, 2576]",1,2
14538,14538,14538,@Reese10Angel a Taurus. I knew it was a reason she so dam dope n unapologetic nbs lol,"[5417, 40, 2256, 4912, 2732]","[17570, 14421, 20410, 17500, 7115]",1,2
14539,14539,14539,@HotFreestyle @IAMATHLETEpod .@Reese10Angel is racist of course she wants to see Obama,"[4709, 7574, 2665, 1517, 6976]","[6408, 4036, 6378, 19176, 5720]",0,0
14540,14540,14540,@Reese10Angel Good Lord no thanks,"[8099, 5826, 2665, 4982, 4362]","[2294, 3328, 4089, 3226, 2628]",0,2
14541,14541,14541,@LFCBantz1 @Emmmyalluu @BleacherReport @Reese10Angel 😂😂,"[4620, 3503, 174, 2202, 2809]","[19040, 4976, 4932, 4126, 19264]",0,2
14542,14542,14542,"@Reese10Angel Yeah, Gonna Light A Cross in Your Honor... Bitxxch","[6934, 754, 7574, 1050, 1838]","[14875, 4144, 1958, 19950, 6950]",0,0
14543,14543,14543,"@Reese10Angel It's 90$ I'm screaming I'm not accustomed the sports merchandise prices apparently- supporting you emotionally, verbally but unfortunately not financially &lt;3","[4540, 4617, 4780, 124, 4321]","[13875, 930, 16574, 8530, 21603]",0,2
14544,14544,14544,@ZfComb @Auston14_ @KawhiNewEra @BleacherReport @Reese10Angel Divide a conquer tactics by the rich elite. As long as they have us at each others neck the easier it is to manipulate and control us,"[2889, 7238, 3551, 5682, 844]","[4773, 15930, 6034, 4115, 8240]",0,0
14545,14545,14545,"@ESPNNBA @Reese10Angel Discrimination comes in all different colors, shapes and sizes. So be above it all and stand up for All Women","[4643, 1149, 8203, 7431, 4626]","[15088, 4227, 20096, 4466, 18089]",1,2
14546,14546,14546,@49er4Ler @Dapty_ @gulinod513 @ChesterPitts @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 @Dapty_  but that’s not about race either right?,"[2638, 5019, 6976, 5166, 4406]","[17964, 20254, 7106, 3863, 5941]",0,2
14547,14547,14547,@Reese10Angel You got grown men complaining like children. I see why you hide behind your twitter. Gutless,"[5088, 7273, 7955, 7015, 2080]","[5797, 9630, 23433, 20352, 4768]",0,1
14548,14548,14548,@DetroitStacie @Reese10Angel @RealCandaceO That’s right Stacie and I’m not ashamed to say I loved myself to your photo ;),"[32, 7295, 7635, 5039, 6248]","[3646, 19380, 4075, 2628, 6243]",1,2
14549,14549,14549,@seungminkim @DrewSav @Reese10Angel @FLOTUS @POTUS This is getting dumb,"[1517, 5961, 3116, 8195, 6777]","[4976, 16104, 6676, 3272, 3461]",0,2
14550,14550,14550,"@ProSportsExtra @Reese10Angel tf typa wierdo post is this, yall mfs some jcats🤣","[6248, 6146, 2202, 1149, 2638]","[6950, 7043, 4916, 5669, 17534]",0,0
14551,14551,14551,@drdrefan5 @KawhiNewEra @BleacherReport @Reese10Angel Yk why😂,"[3503, 4164, 174, 1925, 8015]","[4976, 3457, 9497, 6158, 19040]",0,2
14552,14552,14552,@Reese10Angel Thanks for the $90 gift!,"[2243, 4362, 1923, 3971, 4224]","[13511, 2628, 18544, 2437, 4140]",1,2
14553,14553,14553,@acabdevil1312 @Reese10Angel while you’re at it can you buy me one too,"[245, 2202, 2226, 6248, 2897]","[2294, 19519, 6996, 2310, 7169]",0,2
14554,14554,14554,@Reese10Angel 🤣,"[5826, 2517, 2630, 3450, 6248]","[4152, 6950, 2628, 19249, 3012]",1,2
14556,14556,14556,"@Strykerphoenix @JohnPerkins369 @YungMiami305 @Reese10Angel im not speaking on slaves …
im speaking on the destruction of society and this planet …primarily from the hands of white men . from manufacturing opiods , guns, and fake food. Also releasing Co2 in the atmosphere and dumping oil into the oceans…cancer","[3278, 854, 3656, 3312, 3744]","[4725, 4566, 16278, 3274, 20961]",0,2
14557,14557,14557,@WBnSWFL @jlightsy7 @HotFreestyle @IAMATHLETEpod @Reese10Angel uh ok😂😂😂 jus sthu,"[32, 6248, 1923, 5911, 4189]","[4474, 2715, 15477, 6494, 4126]",0,2
14558,14558,14558,@Reese10Angel Ain’t nobody buying that shit💀💀,"[5826, 6777, 4487, 5967, 1889]","[5730, 5523, 2921, 16549, 3445]",0,1
14559,14559,14559,@Reese10Angel Why the fuck is this in my feed?,"[8140, 507, 2665, 6745, 6386]","[6291, 18197, 3867, 16632, 6663]",0,1
14560,14560,14560,@FloresMelenda @GamecockWBB You actually think @aa_boston is not friends with @Reese10Angel ? You really think that the young women @LSUwbkb didn’t see the trash talking &amp; disrespectful gestures CC did against them in the SEMIs and not feel like they had to stick up for them? OKAY🙄👌🏾,"[6777, 5529, 1152, 4784, 2153]","[3354, 23117, 17778, 3684, 201]",0,0
14561,14561,14561,@49er4Ler @Dapty_ @gulinod513 @ChesterPitts @mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 @Dapty_  so I guess you find nothing wrong with both them going to the White House too right 😂,"[4081, 4760, 6133, 5357, 2839]","[9497, 4976, 3751, 7390, 3141]",0,2
14562,14562,14562,@BleacherReport @Reese10Angel Neither should be out doing media influencing children to misbehave,"[5810, 2080, 5088, 3774, 6579]","[7265, 9630, 16117, 6334, 15276]",0,0
14563,14563,14563,@BleacherReport @Reese10Angel LMFAO it’s always Ja bruh,"[812, 4164, 3206, 4381, 3592]","[6605, 17999, 19620, 6234, 14455]",1,2
14564,14564,14564,@Reese10Angel slay 😍!,"[4381, 5826, 2517, 1748, 186]","[4152, 3825, 6950, 3757, 4723]",1,2
14565,14565,14565,@Emmmyalluu @BleacherReport @Reese10Angel If y’all hate black people just say that,"[4863, 6976, 5166, 6441, 4052]","[5941, 5893, 6515, 184, 3751]",0,0
14566,14566,14566,@Reese10Angel 🤣😂🤣😂 Slim broke it down for her,"[6777, 1748, 4381, 2665, 2974]","[14166, 18197, 3838, 6653, 6291]",0,2
14567,14567,14567,@Reese10Angel Hey girlfriend! Send me a pic when u get up in the morning!! Without wig and eye lashes!!,"[32, 3450, 4224, 2344, 5039]","[16506, 11252, 5512, 6243, 3646]",0,0
14568,14568,14568,@showmeurbankai @BleacherReport @Reese10Angel Wait what are you referring to exactly? The Ja not being from a wealthy family ?,"[1836, 333, 4381, 241, 3735]","[3594, 6216, 1917, 19656, 14138]",0,2
14569,14569,14569,@TMarckesano @CWilliamson44 @Reese10Angel I completely disagree LSU1 they. Should? Go to. The white House not the other team. That is what is wrong with this world. You don't give second place a trophy that's why you work hard all season. I'm coach I understand.,"[6190, 2852, 3922, 1655, 7804]","[8393, 12296, 17778, 5305, 10939]",0,2
14570,14570,14570,@JClampz @BleacherReport @Reese10Angel https://t.co/eEl2DzO7xp,"[3503, 3206, 2202, 3073, 2026]","[19317, 3012, 6268, 6605, 2965]",0,2
14571,14571,14571,@jq8ct @Reese10Angel Caitlin can dish it out and it’s all okay but when it’s done to her people are in an uproar. Pffft. Kind of funny,"[1309, 8195, 4568, 661, 6077]","[3825, 6559, 16971, 3686, 4681]",1,2
14572,14572,14572,@ryankron94 @Reese10Angel I just wanted to say I can smell your hot ass breath through my phone.,"[8122, 373, 7444, 6319, 661]","[5656, 2651, 4328, 6516, 5817]",0,1
14573,14573,14573,@shannonmichele_ @BleacherReport @Reese10Angel That’s because it’s not just sports fans 🤣🤣,"[1152, 2638, 89, 4164, 2666]","[5208, 6605, 2447, 3221, 17703]",1,2
14574,14574,14574,@GTFOHBIBYBA @Reese10Angel @LSUwbkb I’ll take that as a no. The woman is classless and doesn’t attend classes apparently. Once again the biggest racists in the room are the ones screaming racism.,"[2235, 661, 279, 6348, 4643]","[17498, 19176, 15088, 5941, 6247]",0,1
14575,14575,14575,@Reese10Angel the vp woman screwed up..get over it!! LSU's decision not to go the WH is wrong on so many levels. These actions show me when you have the chance to accept an app. you play a card which makes you no better than those you accuse. My guess the Obamas tell you the same,"[2852, 6190, 7804, 6333, 6028]","[12296, 8393, 19068, 18971, 17778]",0,0
14576,14576,14576,@NubianKingBenji @BleacherReport @Reese10Angel Oh we not gonna get on some of these white people talking all kinds of 💩 with black people on their profile pic,"[6976, 3036, 5493, 5166, 187]","[5941, 6515, 4230, 5893, 7085]",0,0
14577,14577,14577,"@Reese10Angel @LSUwbkb Keep being you, people are always scared of successful people!","[295, 3815, 8315, 7932, 531]","[14569, 6406, 6605, 19358, 14276]",1,2
14578,14578,14578,@Reese10Angel Whatever you say girlie pop omw to the shop now!!!,"[4381, 186, 5417, 4362, 4287]","[2921, 5730, 5152, 2753, 19684]",1,2
14579,14579,14579,@Reese10Angel Lololololol no thanks. Keep your trash hood racism to yourself bih,"[854, 8099, 5166, 6152, 2665]","[17134, 6093, 3962, 5547, 5893]",0,0
14580,14580,14580,@IAMATHLETEpod @Reese10Angel @LSUwbkb @LSUsports @Phil_Lewis_ @AshNicoleMoss @BMarshall @DrBiden @MichelleObama Grow up darling.  #humility  #entitled #bratty,"[5865, 7050, 6248, 2638, 1657]","[4976, 6917, 3457, 5669, 17999]",0,0
14581,14581,14581,"@Reese10Angel Academically. Considering this is year 3 of your college playing career, that’s not something to brag about","[7804, 5095, 4669, 5673, 1424]","[5756, 14855, 18635, 5001, 2664]",0,2
14582,14582,14582,@Reese10Angel What a treat for $90!,"[4362, 4540, 3884, 3761, 6417]","[21248, 17685, 16514, 18544, 22406]",1,1
14583,14583,14583,@ScottyDrowned @BleacherReport @Reese10Angel Criticism = racism? got it,"[854, 5166, 6596, 1921, 6976]","[7085, 2720, 19176, 3461, 16191]",0,2
14584,14584,14584,@SickofMeIo @aaron_idtap @kts2bl1c @BleacherReport @Reese10Angel His brain conveniently leaving the part in quotes where it says “y’all told me that all year”,"[7319, 2245, 2928, 4868, 4980]","[115, 19612, 262, 1330, 20831]",0,2
14585,14585,14585,"@Reese10Angel Please, don’t order this.. please","[4982, 245, 8099, 4362, 1889]","[2966, 5730, 1626, 5733, 6142]",0,2
14586,14586,14586,@Reese10Angel That's your second mistake,"[7722, 6777, 5826, 7415, 7592]","[3788, 3461, 6237, 6473, 6072]",0,2
14587,14587,14587,"@BleacherReport @Reese10Angel If you combined their brainpower, maybe that brain would avoid academic probation","[4463, 6028, 8484, 3116, 5248]","[19281, 24515, 2993, 11407, 2452]",0,2
14588,14588,14588,@Reese10Angel U atre obsessed with her.. its kind of creepy,"[1748, 2665, 7272, 793, 661]","[6663, 5353, 19618, 17159, 15437]",0,1
14589,14589,14589,@BleacherReport @Reese10Angel I only see one champion here tho....,"[3503, 2666, 6777, 2026, 5306]","[4940, 2965, 2629, 2829, 6582]",0,2
14590,14590,14590,@Reese10Angel Yes everyone go support the real racist in this situation.,"[5166, 854, 890, 7192, 7574]","[19176, 6247, 5720, 5128, 6650]",0,0
14591,14591,14591,@aaron_idtap @BleacherReport @Reese10Angel Yes!  Bumpin?,"[6777, 3503, 2202, 828, 4371]","[15052, 2444, 5699, 2294, 3312]",1,1
14594,14594,14594,"@Reese10Angel Checkmate.

Yall blow her up - she blows up. 

#GodsPlan","[2665, 6777, 1748, 37, 5826]","[4987, 6261, 6663, 6075, 3825]",1,2
14595,14595,14595,"@LTake14 @Noah_Sayed529 @Tob1k1 @BleacherReport @Reese10Angel Yeah a man of color is racist for being a fan of the first of three team to accept a black athlete Chuck Cooper. 
The player with the most rings Bill Russell  has a 45-year boycott to make sure he was inducted first.

Y’all burners are worse than bots repeating false narrative.","[4052, 3036, 5166, 6976, 2033]","[241, 4466, 4261, 609, 6171]",0,2
14596,14596,14596,"@Reese10Angel Reese’s pieces, my favorite","[5826, 6777, 1748, 4487, 2396]","[4075, 14663, 18544, 14197, 17081]",1,2
14597,14597,14597,"@Reese10Angel These people are sorry, get your bag and win again","[6233, 7919, 5378, 934, 7656]","[2579, 5315, 17748, 2327, 3740]",1,2
14598,14598,14598,@seungminkim @Reese10Angel @FLOTUS @POTUS Seems like she been had a grudge before Jill comments.,"[6777, 661, 2665, 4381, 2974]","[2584, 5415, 3115, 6588, 4594]",0,2
14599,14599,14599,"@mtayl26 @CurlsPrissy @PjTheHero @AlexisMorrisWBB @Reese10Angel This was egregious.  

Sadly we'll never know who the better team was.","[6777, 2026, 7367, 3302, 2974]","[3457, 5208, 4976, 6324, 6321]",0,2
14601,14601,14601,@Reese10Angel i am sure all 186 people who show up will have a great time. womens basketball is boring and uninspiring,"[1594, 7558, 2192, 4643, 5865]","[20153, 2484, 12668, 1844, 12657]",0,0
14602,14602,14602,@Bornking808 @zach_attack1991 @BleacherReport @Reese10Angel Lmao,"[1277, 7746, 2681, 7027, 6777]","[3457, 7386, 6605, 6404, 17999]",0,2
14603,14603,14603,@_NickiIsMyQueen @Reese10Angel I’m spot on about ppl and it’s crazy 😂,"[2974, 2630, 5826, 2681, 1014]","[3461, 6881, 5224, 2940, 6234]",0,2
14604,14604,14604,@ninaturner @Reese10Angel What a racist.,"[854, 2665, 6976, 5166, 2817]","[19176, 7085, 14141, 4640, 5128]",0,0
14605,14605,14605,@itsjustTaj_ @nbasup3rfan @BleacherReport @Reese10Angel Ja try’s to be a thug,"[4164, 4466, 5865, 29, 812]","[2955, 6085, 19863, 3573, 6134]",0,1
14607,14607,14607,"@UggySZN @Reese10Angel Caitlin literally said she didn't care and called y'all defending her hypocrites lol 

https://t.co/Ov5yvfCwSs","[661, 7273, 2665, 5417, 6579]","[6609, 2937, 19572, 6740, 14063]",0,1
14608,14608,14608,@BleacherReport @Reese10Angel Nobody cares!,"[6259, 6777, 6805, 3073, 1592]","[18445, 17040, 6740, 2376, 3461]",0,1
14610,14610,14610,@Emmmyalluu @BleacherReport @Reese10Angel man we are in time in the world where people just use words because they sound good 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,"[1517, 4620, 5339, 1923, 2630]","[5669, 15319, 5329, 6111, 4932]",0,2
14611,14611,14611,@Reese10Angel Ite now angel u wildin this ain’t a gift if we gotta pay gang 😆,"[7289, 4684, 29, 4760, 6668]","[1385, 15308, 13986, 14275, 3299]",0,2
