,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_clark_socialMediaAbuse,tweets_clark_twitterHateSpeech
12697,12697,12697,@SwaggyT115 @PdxIowan @On3NIL @HawkeyeReport @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon On the phone with her Bose on???  Lol,"[3415, 3179, 1370, 7678, 661]","[15477, 4976, 3236, 5669, 9356]",0,2
12698,12698,12698,@RediesBrett @andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward Your athletic talent was never eligible. Doesn't stop that but hurt attitude of yours though. https://t.co/s80nkUBAVN,"[2638, 2033, 6875, 449, 4164]","[20254, 2678, 18399, 5001, 6324]",0,0
12699,12699,12699,"@davidaxelrod @CaitlinClark22 Funny how all these white pundits claim not to know anything about Caitlin Clark's actions, but they sure as hell seem to know just enough to pull up and give their unsolicited opinions about Angel Reese. It's almost like they're conditioned or something 🤔","[7607, 6234, 4716, 4958, 3976]","[23947, 13644, 16399, 6972, 21628]",0,2
12700,12700,12700,@IowaWBB @CaitlinClark22 @WoodenAward No ring,"[6551, 3072, 2398, 1923, 7294]","[17999, 5699, 3863, 5711, 7009]",0,2
12701,12701,12701,@Jcthekid13 @Jumpman3223 @Realrclark25 @Reese10Angel @CaitlinClark22 @MikeLeslieWFAA And that was the Super Bowl🤣🤣🤣,"[1923, 2974, 3653, 2068, 6077]","[15477, 6158, 5540, 7379, 4276]",0,2
12702,12702,12702,"@Voluntoldyaso @FumbleRonnie @On3NIL @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon @HawkeyeReport To that end, they’re BOTH going to be incredibly rich for different reasons and that’s ok!! Rich is rich and famous is famous","[1138, 52, 3528, 4321, 4339]","[4976, 6277, 10587, 19735, 23918]",1,2
12703,12703,12703,@Realrclark25 @Reese10Angel @CaitlinClark22 @MikeLeslieWFAA And unfortunately for her teammates Reese is now the star of the show and getting all of the publicity as opposed to LSU wining the title. The topic is now how selfish Reese is. Hope it was worth it for her.,"[2026, 6777, 754, 2201, 6234]","[4976, 3354, 6075, 6605, 14752]",0,1
12705,12705,12705,"@EatmeGodzilla @espn @Reese10Angel @CaitlinClark22 @LSU Clark is better. If you put Reese on that Iowa team without Clark, they don’t even make it to the Championship game.","[2026, 724, 6234, 4843, 6647]","[18399, 5699, 5305, 16861, 14037]",0,2
12706,12706,12706,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC Congratulations!! Truly deserved!,"[1923, 3971, 5528, 2517, 2235]","[17762, 3825, 6661, 12675, 2628]",1,2
12707,12707,12707,@JumpinJonSplash @andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward So do hers....Carry On https://t.co/zhHeLfesBh,"[3179, 6248, 6799, 661, 793]","[5669, 12675, 5699, 4976, 3136]",1,2
12708,12708,12708,@IowaWBB @CaitlinClark22 @WoodenAward Where’s Resse?  Bahaaaahhhhaaahhhh,"[2681, 2517, 2608, 373, 3073]","[5699, 19620, 3461, 12675, 3863]",0,2
12709,12709,12709,"As if there were any doubt... Congratulations @CaitlinClark22, what an unforgettable season you and the Hawkeyes had! #npoy","[789, 5904, 627, 7188, 6356]","[15816, 15205, 6327, 3622, 1805]",1,2
12710,12710,12710,"@Voluntoldyaso @FumbleRonnie @On3NIL @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon @HawkeyeReport Those edgy things worked well for Connor McGregor, Flyod, and Jake Paul to name a few. Also Clark’s is worth $3 Million including endorsements, for now she’s worth triple… Also, they’re both extremely talented, the other stuff is unnecessary to mention. They both set records.","[3455, 2026, 2403, 1508, 2186]","[5018, 17541, 17995, 18399, 15938]",1,2
12711,12711,12711,@ComplexSports The best ever. Got one more year too! @CaitlinClark22,"[5303, 89, 3588, 1707, 3206]","[20254, 4276, 4686, 2628, 5461]",1,2
12713,12713,12713,"Yall MFs can't help but make everything about race, they really out here just playing competitive basketball.

@Reese10Angel &amp; @CaitlinClark22 

#lsu #Iowa #basketball","[1823, 2852, 6647, 6190, 8193]","[6499, 5941, 12657, 17498, 17964]",1,2
12715,12715,12715,@IowaWBB @CaitlinClark22 @WoodenAward 🖤💛💛💛🖤 Congratulations!!,"[1923, 2517, 3922, 3971, 2893]","[2437, 6661, 2628, 12675, 4132]",1,2
12716,12716,12716,@espn @IowaWBB Congratulations @CaitlinClark22,"[5528, 1923, 2638, 2026, 3922]","[5699, 2447, 6605, 5669, 19317]",1,2
12717,12717,12717,@IowaWBB @CaitlinClark22 @WoodenAward Congratulations! What a run!!,"[3922, 531, 1923, 4601, 1213]","[2437, 5669, 6661, 5699, 4630]",1,2
12718,12718,12718,Well earned and well deserved! @CaitlinClark22,"[1923, 2666, 754, 2893, 4034]","[19899, 3825, 4276, 6661, 4152]",1,2
12720,12720,12720,@CaitlinClark22 All white hearts 😐.. All white! https://t.co/EddLUGMX8C,"[3496, 6976, 4601, 54, 6802]","[5011, 6323, 2877, 5527, 1227]",0,2
12721,12721,12721,@Arkele_ @CaitlinClark22 @MarkAGunnels Wow! He gives a compliment and still gets talked about. WOW!,"[3450, 1923, 1517, 661, 612]","[3461, 4663, 19317, 5540, 19899]",1,2
12722,12722,12722,@CaitlinClark22 You should have been the MVP of the NCAA Tourney as well. I think you were!,"[5820, 2666, 7804, 7838, 1923]","[5461, 5305, 3909, 1340, 2588]",1,2
12723,12723,12723,@IowaWBB @CaitlinClark22 @WoodenAward @camden_lex24,"[3179, 373, 6248, 2517, 8414]","[3863, 5669, 3136, 5699, 3457]",1,2
12724,12724,12724,@DripMasterFlex1 @TreyTheActivist @CaitlinClark22 And CC wins the award that Reese is ineligible for....👀 https://t.co/KEDmFyfrfV,"[5826, 6777, 3922, 1923, 4351]","[1528, 4491, 4214, 3012, 14591]",0,2
12725,12725,12725,@IowaWBB @CaitlinClark22 @WoodenAward 💪👏👏👏👏👏👏👏👏👏👏👏👏👏,"[2681, 1923, 373, 2517, 4982]","[3863, 5669, 5699, 3136, 4630]",1,2
12726,12726,12726,@DavidEickholt @CaitlinClark22 @Reese10Angel Couldn’t of said it any better.,"[661, 3073, 2630, 6564, 6269]","[3461, 19899, 4928, 3788, 14673]",1,2
12727,12727,12727,@CaitlinClark22 Really??? There are others ??? You show THE WORLD it is ALL ABOUT YOU. Grow up and take a good and honest look at yourself and your actions !!!,"[800, 1714, 4100, 5145, 7415]","[6465, 6427, 5510, 19514, 11101]",0,0
12728,12728,12728,@TalbertSwan @CaitlinClark22 @Reese10Angel This is AMERIKKKA!!!!!,"[1413, 4760, 2517, 6269, 6598]","[19317, 3806, 5540, 6661, 19040]",0,0
12729,12729,12729,"@espn @Reese10Angel 'Bayou Barbie' Angel Reese versus @CaitlinClark22 just because she has Clark in her name, doesn't mean she's Clark Kent niece with superpower, she was shutdown and sent home. The only ring she got was the ringing in her ears, from the crowd celebrating @LSU","[2026, 6234, 7607, 4716, 6777]","[6075, 2899, 16363, 3941, 5415]",0,0
12730,12730,12730,"@LSUwbkb Angel Reese said, “I love being a black queen.” I respect the players who are more focused on their game on the court, rather than their appearance on the court. I respect NCAA Player of the Year - @CaitlinClark22!","[4052, 1594, 1823, 5865, 2666]","[6499, 15088, 6638, 17778, 8107]",1,2
12731,12731,12731,@RazorSc00ter @andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward The team cuz it’s a team accomplishment,"[4843, 7577, 627, 2288, 2638]","[5699, 3457, 18955, 6271, 19317]",1,2
12732,12732,12732,Congratulations for winning the 2023 Women's Wooden award and for sweeping the Player of the Year awards! @CaitlinClark22 https://t.co/mGhDGjZaN8,"[4262, 4224, 7838, 1336, 754]","[1630, 19349, 1994, 1748, 6180]",1,2
12733,12733,12733,"TNSP™️
@Reese10Angel  Vs. @CaitlinClark22 
              🔥 MUST WATCH 🔥
* https://t.co/118AmLucjf * 

#AngelReese #LSULadyTigers #CaitlinClark #SUGA #Trump https://t.co/uyXAUIDZBs","[4532, 4760, 5528, 8462, 5537]","[18667, 14243, 18679, 4937, 19653]",1,2
12734,12734,12734,@RGIII @Reese10Angel @LSUwbkb @IowaWBB @MarchMadnessMBB @CaitlinClark22 Do better @Baylor,"[2026, 5357, 6777, 8015, 2839]","[18635, 9497, 5669, 3107, 3457]",0,2
12735,12735,12735,@IowaWBB @CaitlinClark22 @WoodenAward Not my house by the Iowa flag has been prominently displayed at this viewpoint for the last 3 weeks https://t.co/wcPCCGBJ1M,"[6190, 6832, 4624, 1494, 6903]","[6293, 731, 6178, 5092, 19714]",1,2
12737,12737,12737,@ESPNPR @OTLonESPN @CaitlinClark22 @JeremySchaap @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Please post that complete interview,"[1775, 2068, 2638, 1122, 7258]","[18977, 23170, 5699, 9497, 2709]",1,2
12738,12738,12738,@IowaWBB @CaitlinClark22 @WoodenAward Turn pro please!,"[37, 6124, 2517, 2381, 1923]","[6838, 5669, 4630, 3012, 2294]",0,2
12740,12740,12740,"@FumbleRonnie @ImagiDragon @On3NIL @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon @HawkeyeReport 100%. One cakes on makeup and fake eyelashes, then tries to be edgy and say edgy things for clicks. The other goes out and drops 30+ a game. Both are great at what they do, Clark is just better, IMO, and that really brings out the real racists 😂","[724, 828, 2329, 1517, 7224]","[4178, 2848, 2494, 18399, 2493]",0,2
12741,12741,12741,@ByEricPratt @MCzinano @CaitlinClark22 @IowaWBB @MaggieCzinano @LisaBluder @MurphyKeith @ScottDochterman @jtlinder with the right coaching she could be a steady WNBA player (reference Stephanie Dolson who won the 3x3 Olympic Gold as well as a durable WNBA career),"[392, 2026, 813, 5528, 3561]","[20153, 3236, 5160, 19132, 5540]",1,2
12742,12742,12742,@IowaWBB @CaitlinClark22 @WoodenAward You just know they’re gonna cry about this too. The greatest to ever do it. https://t.co/IMxpECwWMe,"[2797, 4669, 6269, 661, 6077]","[2447, 5228, 6605, 19899, 5669]",1,2
12743,12743,12743,So @CaitlinClark22  jus buried that nonsense about Losing team going to the White House on @espn,"[7656, 6132, 3162, 7943, 3976]","[7147, 4440, 2719, 2718, 2547]",1,2
12744,12744,12744,@kaypilch1679 @markyzaguirre @dogsrule312 @davidaxelrod @CaitlinClark22 Y’all have been doing “it” since around 1619. Deal with it.,"[3341, 8324, 460, 6891, 6767]","[3138, 3327, 20120, 4663, 3667]",0,0
12745,12745,12745,@andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward I don't think Reese was elgible!,"[5826, 6777, 2681, 6532, 2026]","[5699, 6637, 3461, 2512, 4875]",0,2
12746,12746,12746,@patrick7111996 @IowaWBB @CaitlinClark22 @WoodenAward haha damn I was going to do that one,"[373, 5003, 6248, 2517, 460]","[3863, 5669, 5699, 12675, 7010]",0,2
12747,12747,12747,@DavidEickholt @CaitlinClark22 @Reese10Angel Wow. I 100% respect this  answer from @CaitlinClark22 .  I think it’s time for me to let it go too!,"[6887, 6352, 6934, 8176, 5159]","[3825, 15740, 19899, 3574, 13429]",1,2
12748,12748,12748,@CaitlinClark22 We know who best player in the country is,"[2275, 5303, 3302, 1393, 1638]","[7062, 14781, 5929, 2392, 6286]",1,2
12749,12749,12749,@IowaWBB @CaitlinClark22 @WoodenAward She earned it! Great athlete and great role model for young people.,"[5528, 754, 1923, 2638, 2026]","[5699, 2812, 2447, 12675, 3195]",1,2
12750,12750,12750,@texasoccer5 @RGIII @Reese10Angel @LSUwbkb @IowaWBB @MarchMadnessMBB @CaitlinClark22 https://t.co/zl05SLfkoQ,"[32, 2235, 1923, 5127, 4189]","[9355, 3457, 5669, 18635, 5699]",0,2
12751,12751,12751,"@peace_frontier @ojingagreen29 @MikeJGreiner @athompsonABJ @Reese10Angel @TheIowaHawkeyes @CaitlinClark22 @JohnCena @LSU She didn’t chase her down.
She walked 4 steps behind CC and then begin to walk to her bench.","[6777, 5528, 5127, 214, 392]","[3106, 2829, 6324, 3105, 5669]",0,2
12752,12752,12752,@mikewickett @SportsCenter @Reese10Angel @CaitlinClark22 you sound Big mad.......,"[4164, 1152, 2638, 4620, 373]","[2846, 19863, 3461, 6324, 3457]",0,2
12753,12753,12753,@andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward No need to stoop to that level. Caitlyn's stats speak for her.,"[2026, 2665, 8015, 37, 4907]","[3359, 5669, 2447, 6855, 4491]",1,2
12754,12754,12754,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC As it should be!,"[5528, 3179, 1923, 958, 373]","[5669, 5699, 6532, 17762, 12675]",1,2
12756,12756,12756,@andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward She really succeeded in having everyone saying her name over some stupid shit lol,"[661, 3179, 2665, 2974, 3372]","[3461, 4976, 2447, 5669, 12675]",0,2
12757,12757,12757,@IowaWBB @CaitlinClark22 @WoodenAward Congratulations Caitlin!!  So deserving,"[1923, 754, 3922, 5528, 2893]","[12675, 19899, 6661, 5669, 11384]",1,2
12758,12758,12758,"Caitlin Clark wins the 2023 John R. Wooden Award, one of the most prestigious individual honors in college basketball.

Congrats @CaitlinClark22!","[3922, 1923, 5528, 3764, 7607]","[1528, 17995, 12989, 1630, 12107]",1,2
12760,12760,12760,@Coxby90 @samara_hagan @ESPNPR @sportsiren @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Yet she swept all 5 NPOY awards. Must be a conspiracy.,"[5528, 4030, 7793, 8140, 2665]","[7256, 7208, 18399, 2629, 3882]",0,2
12761,12761,12761,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC Congratulations Caitlyn.  Looking forward to presenting you the Wooden Award this weekend.,"[3922, 1923, 8099, 754, 5528]","[11384, 12675, 6661, 3825, 2628]",1,2
12762,12762,12762,@jonahlarsen23 @TheNBACentral @CaitlinClark22 Don’t use black voices for that bullshit,"[2665, 6349, 5493, 4475, 6955]","[19899, 5941, 6574, 5520, 4230]",0,0
12763,12763,12763,"@PaPaG_winegeek @JupWilliams @barstoolsports @stoolpresidente @BarstoolBigCat @BarstoolMintzy @BarstoolRundown @highnoonsunsips @JPeterlin @CaitlinClark22 @Reese10Angel @KeithOlbermann Genuinely curious. When in your opinion can something be classified as “about race”

Because it seems to be for white people nothing that happens is ever “about race”

Unconscious racial bias is still bias.. &amp; I believe it’s harder to understand when it’s not happening to you.","[6976, 890, 2335, 1789, 7581]","[6247, 20954, 16103, 10644, 21211]",1,2
12764,12764,12764,"@ImagiDragon @Voluntoldyaso @On3NIL @Pete_Nakos96 @Reese10Angel @CaitlinClark22 @LSUwbkb @IowaWBB @On3sports @ShannonTerry @jeremycrabtree @EricPrisbell @Sheadixon @HawkeyeReport My impression is that Reece is putting more effort into being an Influencer and that’s paying off for her.  I do think Clark had more to do with the 9.9MM viewers that tuned in than Reece did, though. I could be wrong","[2026, 6293, 6234, 4437, 1508]","[24414, 14903, 6075, 2629, 6353]",0,2
12765,12765,12765,"Wow! @CaitlinClark22 raises her own standard on ESPN just now!  So articulate, genuine, and spot on with her interview. So proud to have you as a Hawkeye @IowaWBB and representing the state of Iowa. Wise and polished beyond your years! 🖤💛🦚","[5528, 2852, 2751, 392, 789]","[6178, 14931, 6293, 24123, 19260]",1,2
12766,12766,12766,@Tommytruebucks @PhillnThaBlank @MatrixBugsy @247Crap @RJHINDM @CaitlinClark22 The 🐐 that lost when it all mattered,"[1923, 7965, 4882, 1517, 6577]","[4928, 3457, 2444, 4976, 4474]",0,2
12767,12767,12767,@IowaWBB @CaitlinClark22 @WoodenAward Congratulations on a legendary season! Thanks for bringing us joy all season long. 🖤💛,"[1631, 531, 6934, 3178, 7708]","[2628, 6661, 5461, 12675, 2437]",1,2
12768,12768,12768,@DavidEickholt Love that everyone is riled up about women’s basketball! @CaitlinClark22 @Reese10Angel https://t.co/4qgLnifGNR,"[4643, 5865, 1594, 1152, 8414]","[3039, 4987, 19899, 4916, 2392]",1,2
12769,12769,12769,@andrewkechh @IowaWBB @CaitlinClark22 @WoodenAward you mean sid the sloth?,"[4760, 7988, 4753, 3891, 5562]","[2849, 5699, 16861, 3863, 5407]",0,2
12770,12770,12770,"@Mr_Lynch72 @pcally19 @TheNBACentral @etanthomas36 @Reese10Angel @CaitlinClark22 No need for insults, but your tweets are even more unintelligent. 

You need to break away from the cult that has brainwashed you. 

Good luck moving forward.","[7952, 4863, 266, 7528, 8070]","[15534, 4627, 5178, 5518, 22591]",0,0
12772,12772,12772,@CaitlinClark22 Can't lie I'm gonna pay alot more attention to women's hoops going forward thanks to you and a few other girls opening my eyes. Keep it up Clark!  Or should I say Lady Bird way fuckin cooler than bayou barbie,"[1990, 8203, 1902, 2959, 761]","[1587, 7980, 4144, 3586, 3905]",1,2
12773,12773,12773,@JeremySchaap just asked @CaitlinClark22  all the tough questions on a @OTLonESPN segment. She seem to be on the side of COMPETITIVE BASKETBALL. So everybody should just keep there opinions to themselves. But we know that wont happen.,"[5865, 417, 2455, 7898, 4164]","[2484, 16310, 1250, 3039, 3892]",1,2
12774,12774,12774,@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC 🐐,"[5528, 373, 7033, 1923, 661]","[5669, 6532, 12675, 5699, 3806]",1,2
12775,12775,12775,"@WoodenAward @Wendys @CaitlinClark22 @IowaWBB @LAAC Way to go Caitlin!! Truly generational talent and even better person, Hawkeye Nation is beyond proud.","[789, 5528, 958, 3922, 1364]","[12675, 5699, 6293, 11384, 2568]",1,2
12776,12776,12776,@ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes The Goat,"[2068, 2638, 5357, 4164, 607]","[2709, 16587, 9497, 18977, 7256]",1,2
12777,12777,12777,@PaPaG_winegeek @barstoolsports @stoolpresidente @BarstoolBigCat @BarstoolMintzy @BarstoolRundown @highnoonsunsips @JPeterlin @CaitlinClark22 @Reese10Angel @KeithOlbermann So why do you feel the need to say anything if it’s just a game?,"[1309, 5709, 6774, 3487, 3025]","[3230, 5522, 5306, 18713, 1930]",0,2
12778,12778,12778,"@CaitlinClark22 had all the right answers!!! And ESPN didn’t shy away from tough questions about criticism of Angel, about race, about gender, about the First Lady’s invite. Good stuff. Props for another player of the year award!","[2666, 7838, 2275, 332, 754]","[15542, 1528, 15088, 10957, 2549]",1,2
12780,12780,12780,@ThoughtsPetty2 @CaitlinClark22 Troll,"[2082, 2665, 1517, 7965, 2473]","[19899, 3136, 6640, 6998, 7031]",0,1
12781,12781,12781,@IowaWBB @CaitlinClark22 @WoodenAward Now that’s deserving of a White House visit I would think. Awesome 👏,"[373, 3922, 6190, 1923, 3976]","[6178, 12675, 5699, 6408, 2568]",1,2
12783,12783,12783,"Column: @CaitlinClark22 captured the country’s imagination, swept the major POY awards, carried @IowaWBB to the title game &amp; authored a record-setting tourney run. 

Now, for the hard part. 

@washingtonpost @PostSports 

https://t.co/xrcEDXin7M","[934, 2638, 3922, 7838, 3501]","[5018, 2714, 1528, 24123, 6293]",1,2
12784,12784,12784,@ZWulfekuhle81 @ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Maybe it has more to do with the media giving more attention to her than them winning the championship,"[2852, 5528, 8140, 8015, 2691]","[24703, 18399, 3354, 8393, 2629]",0,2
12785,12785,12785,@kravinmourhead @CaitlinClark22 Ironic,"[1517, 4137, 1090, 1923, 4189]","[3136, 3806, 19899, 2849, 3560]",0,2
12786,12786,12786,@djsoreal_ @CaitlinClark22 ldiot they were not done in the same context… let me guess your political affiliation,"[540, 4873, 2184, 3746, 1339]","[19271, 4205, 3954, 5126, 16919]",0,1
12787,12787,12787,@taylor_muc @ESPNPR @CaitlinClark22 @JeremySchaap @OTLonESPN @IowaWBB @espn @espnW @MarchMadnessWBB @TheIowaHawkeyes Why would they invite trash to a segment that isn't even about them?,"[6293, 7224, 8140, 5159, 7176]","[24703, 3684, 8393, 16586, 6652]",0,0
